Result_ID;Company;System;Database_Software; Operating_System;Server_CPU_Type;nb_CPU's;Total_Processors;Total Cores;nb_CPU's;Total_Server_CPU's;Total_Cores;Total_Threads;Cluster;;Date_Submitted;CPU_Type;CPU_user;CPU_sys;CPU_iowait;CPU_idle;dskreads;pagreads;bufreads;rdcached;dskwrits;pagwrits;bufwrits;wrcached;bufwaits;lockreqs;lokwaits;deadlks;dltouts;ckpwaits ;compress;lchwaits;Taille block;V_Rot;Buffer_Pool;Read_Latency ;Write_Latency;bandwidth_reading;bandwidth_Write;Total_size_DB;Nbr_predicates_table ;Number_join_predicates_query ;size_table_participating _join;aggregate;sort;groupby;Number_tables_involving_query;Nbr_Join_Pred_IDX;Access _index_table;Nb_join_pred;Workload characteristic ;Currency;CPU_Cost ;IO_Cost;Total_Sys_Cost
Microsoft Windows Server 2003 Server                                  ;Red Hat Enterprise Linux Server 7.32;Intel Xeon - 3.2 GHz                                                  ;1;4;32;1;1;2;2;N;;2/18/2004;Intel Xeon E7-8837 - 2.67 GHz                                         ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;4;10 000;8;4.20691;0.26157;132.2 ;131.32;10;4;4;lineorder (20), customer(20) , supplier(40);AVG;3;1;5;2;3;3;4load, 4HashJoin, 1BcastJoin, 1Aggregate ;USD;68,68;6799,06;6867,74;;;
Microsoft Windows Server 2003 Server                                  ;Red Hat Enterprise Linux Server 7.33;Intel Xeon - 3.06 GHz                                                 ;2;4;24;1;1;2;2;N;;7/14/2003;Intel Xeon X5690 Hex-Core - 3.46 GHz                                  ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;4;10 000;8;4.20692;0.26158;132.2 ;131.33;10;3;2;lineorder (20), customer(20) , supplier(40);AVG;3;2;4;4;1;3;4load, 4HashJoin, 1BcastJoin, 1Aggregate ;USD;44,13;4369,02;4413,15;;;
Microsoft Windows .NET Enterprise Server                              ;Red Hat Enterprise Linux Server 7.34;Intel Xeon X2800 MP - 2.8 GHz                                         ;10;20;120;4;4;12;24;N;;6/30/2003;Intel Xeon X5690 Hex-Core - 3.46 GHz                                  ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;8;10 000;8;4.20693;0.26159;132.2 ;131.34;10;4;2;lineorder (20), customer(20) , supplier(40);AVG;1;1;5;4;2;4;3load, 2HashJoin, 1Aggregate ;USD;41,03;4062,38;4103,41;;;
Microsoft Windows .NET Enterprise Server                              ;Red Hat Enterprise Linux Server 7.35;Intel Xeon MP - 2.00 GHz                                              ;16;32;192;4;4;12;24;N;;4/21/2003;Intel Xeon X5690 Hex-Core - 3.46 GHz                                  ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;8;10 000;8;4.20694;0.26160;132.2 ;131.35;10;4;4;lineorder (20), customer(20) , supplier(40);AVG;3;1;5;5;2;5;1load, 1HashJoin, 1BcastJoin, 1Aggregate ;USD;14,66;1451,39;1466,05;;;
Microsoft Windows Server 2003 Enterprise Edition                      ;Red Hat Enterprise Linux Server 7.36;Intel Xeon MP - 2.00 GHz                                              ;8;16;96;4;4;16;32;N;;01/06/2003;Intel Xeon X5690 Hex-Core - 3.46 GHz                                  ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;8;10 000;8;4.20695;0.26161;132.2 ;131.36;10;4;4;lineorder (20), customer(20) , supplier(40);AVG;1;1;5;2;1;3;2load, 1HashJoin, 1Aggregate ;USD;14,66;1451,17;1465,83;;;
Microsoft Windows Server 2003 Enterprise Edition                      ;Red Hat Enterprise Linux Server 7.37;Intel Xeon MP - 2.00 GHz                                              ;32;64;384;4;4;16;32;N;;01/06/2003;Intel Xeon X5690 Hex-Core - 3.46 GHz                                  ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;8;10 000;8;4.20696;0.26162;132.2 ;131.37;10;3;2;lineorder (20), customer(20) , supplier(40);AVG;3;3;5;5;1;3;2load, 1HashOuterJoin, 1Aggregate ;USD;#VALEUR!;#VALEUR!;1467,25 ;;;
Microsoft Windows Server 2003 Enterprise Edition                      ;Red Hat Enterprise Linux Server 7.38;Intel Xeon - 1.6 GHz                                                  ;40;80;480;4;4;12;24;N;;10/30/2002;Intel Xeon X5690 Hex-Core - 3.46 GHz                                  ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;8;10 000;8;4.20697;0.26163;132.2 ;131.38;10;2;3;lineorder (20), customer(20) , supplier(40);AVG;2;1;3;2;1;3;2load, 1HashJoin, 1Aggregate ;USD;11,84;1172,51;1184,35;;;
Microsoft Windows 2000 Server                                         ;Red Hat Enterprise Linux Server 7.39;Intel Xeon - 2.4 GHz                                                  ;60;120;720;1;1;1;1;N;;09/11/2002;Intel Xeon X5690 Hex-Core - 3.46 GHz                                  ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;8;10 000;8;4.20698;0.26164;132.2 ;131.39;10;4;4;lineorder (20), customer(20) , supplier(40);AVG;3;1;4;5;1;4;1load, 1Aggregate, 1write ;USD;11,9;1177,66;1189,56;;;
Microsoft Windows 2000 Server                                         ;Red Hat Enterprise Linux Server 7.40;Intel Xeon - 2.2 GHz                                                  ;2;2;8;1;1;2;4;N;;6/26/2002;Intel Xeon X5570 Quad-Core - 2.93 GHz                                 ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;8;10 000;8;4.20699;0.26165;132.2 ;131.40;10;1;2;lineorder (20), customer(20) , supplier(40);AVG;1;2;5;3;2;5;2load, 1HashJoin, 1BcastJoin, 1Aggregate ;USD;11,92;1180,33;1192,25;;;
Microsoft Windows 2000 Server                                         ;Red Hat Enterprise Linux Server 7.41;Intel Pentium III - 1.266 GHz                                         ;2;2;8;1;1;1;1;N;;03/12/2002;Intel Xeon X5355 Quad-Core - 2.66 GHz                                 ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;8;10 000;8;4.20700;0.26166;132.2 ;131.41;10;3;4;lineorder (20), customer(20) , supplier(40);AVG;2;1;4;3;2;5;4load, 1HashJoin, 1BcastJoin, 1Union, 1Aggregate ;USD;11,51;1139,72;1151,23;;;
Microsoft Windows 2000 Server                                         ;Red Hat Enterprise Linux Server 7.42;Intel Pentium III - 1.266 GHz                                         ;4;4;8;1;1;1;1;N;;03/12/2002;AMD Opteron 8220SE - 2.8 GHz                                          ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;8;10 000;8;4.20701;0.26167;132.2 ;131.42;10;4;4;lineorder (20), customer(20) , supplier(40);AVG;2;1;4;3;1;4;6load, 3HashJoin, 1Union, 1Limit ;USD;11,69;1156,86;1168,55;;;
Microsoft Windows 2000 Advanced Server                                ;Red Hat Enterprise Linux Server 7.43;Intel Pentium III Xeon - 700 MHz                                      ;4;4;8;4;4;3;3;N;;02/08/2002;AMD Opteron 8220SE - 2.8 GHz                                          ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;8;10 000;8;4.20702;0.26168;132.2 ;131.43;10;4;4;lineorder (20), customer(20) , supplier(40);AVG;3;1;3;5;1;5;6load, 1Union+3HashJoin, 1Aggregate ;USD;11,98;1186,31;1198,29;;;
Microsoft Windows 2000 Server                                         ;Red Hat Enterprise Linux Server 7.44;Intel Pentium III - 1.13 GHz                                          ;4;4;8;1;1;1;1;N;;12/14/2001;Intel Xeon MP - 3.4 GHz                                               ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;8;10 000;8;4.20703;0.26169;132.2 ;131.44;10;1;3;lineorder (20), customer(20) , supplier(40);AVG;3;2;3;5;1;3;3load, 3HashJoin, 1BcastJoin ;USD;7,78;770,18;777,96;;;
Microsoft Windows 2000 Server                                         ;Red Hat Enterprise Linux Server 7.45;Intel Pentium III - 1.13 GHz                                          ;2;2;4;1;1;1;1;N;;10/31/2001;Intel Xeon 5160 - 3.0 GHz                                             ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;8;10 000;8;4.20704;0.26170;132.2 ;131.45;10;1;3;lineorder (20), customer(20) , supplier(40);AVG;3;3;4;2;1;3;4load, 2HashJoin, 1BcastJoin, 1OuterJoin, 1Aggregate ;USD;6,86;679,34;686,202;;;
Microsoft Windows 2000 Datacenter Server                              ;Red Hat Enterprise Linux Server 7.46;Intel Pentium III Xeon - 900 MHz                                      ;4;4;8;8;8;7;7;N;;8/22/2001;Intel Xeon X3000 MP - 3.0 GHz                                         ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;8;10 000;8;4.20705;0.26171;132.2 ;131.46;10;1;4;lineorder (20), customer(20) , supplier(40);AVG;2;3;5;5;1;4;;USD;198,43;19644,78;19843,213;;;
Microsoft Windows 2000 Datacenter Server                              ;Red Hat Enterprise Linux Server 7.47;Intel Pentium III Xeon - 700 MHz                                      ;8;4;8;8;8;8;8;N;;04/02/2001;Intel Xeon X3000 MP - 3.0 GHz                                         ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;8;10 000;8;4.20706;0.26172;132.2 ;131.47;10;4;2;lineorder (20), customer(20) , supplier(40);AVG;3;1;4;3;3;5;;USD;152,93;15139,72;15292,648;;;
Microsoft Windows 2000                                                ;Red Hat Enterprise Linux Server 7.48;Intel Pentium III Xeon - 800 MHz                                      ;8;8;16;2;2;2;2;N;;3/30/2001;Intel Xeon X3000 MP - 3.0 GHz                                         ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;8;10 000;8;4.20707;0.26173;132.2 ;131.48;10;2;2;lineorder (20), customer(20) , supplier(40);AVG;2;2;5;4;2;4;;USD;466,84;46217,43;46684,27;;;
Microsoft Windows 2000                                                ;Red Hat Enterprise Linux Server 7.49;Intel Pentium III Xeon - 700 MHz                                      ;4;4;4;3;3;3;3;N;;3/19/2001;Intel Xeon 7040 Dual-Core - 3.0 GHz                                   ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;8;10 000;8;4.20708;0.26174;132.2 ;131.49;10;2;2;lineorder (20), customer(20) , supplier(40);AVG;3;1;4;2;1;4;;USD;466,84;46217,44;46684,28;;;
Microsoft Windows 2000                                                ;Red Hat Enterprise Linux Server 7.50;Intel Pentium III Xeon - 700 MHz                                      ;4;4;4;3;3;3;3;N;;3/19/2001;Intel Xeon 7040 Dual-Core - 3.0 GHz                                   ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;8;10 000;8;4.20709;0.26175;132.2 ;131.50;10;1;4;lineorder (20), customer(20) , supplier(40);AVG;1;3;4;4;1;5;;USD;466,84;46217,45;46684,29;;;
Microsoft Windows 2000                                                ;Red Hat Enterprise Linux Server 7.51;Intel Pentium III Xeon - 700 MHz                                      ;8;8;8;3;3;2;2;N;;3/19/2001;Intel Xeon MP - 3.33 GHz                                              ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;8;10 000;8;4.20710;0.26176;132.2 ;131.51;10;2;2;lineorder (20), customer(20) , supplier(40);AVG;1;3;3;2;2;4;;USD;466,84;46217,46;46684,3;;;
Microsoft Windows 2000                                                ;Red Hat Enterprise Linux Server 7.52;Intel Pentium III Xeon - 700 MHz                                      ;8;8;8;3;3;1;1;N;;3/19/2001;Intel Xeon X3000 MP - 3.0 GHz                                         ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;8;10 000;8;4.20711;0.26177;132.2 ;131.52;10;3;3;lineorder (20), customer(20) , supplier(40);AVG;1;2;5;3;1;4;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows 2000                                                ;Red Hat Enterprise Linux Server 7.53;Intel Pentium III Xeon - 700 MHz                                      ;8;8;8;4;4;1;1;N;;3/19/2001;Intel Xeon X3000 MP - 3.0 GHz                                         ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;8;10 000;8;4.20712;0.26178;132.2 ;131.53;10;2;3;lineorder (20), customer(20) , supplier(40);AVG;3;2;5;2;3;5;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows 2000                                                ;Red Hat Enterprise Linux Server 7.54;Intel Pentium III - 700 MHz                                           ;4;4;4;4;4;3;3;N;;3/19/2001;Intel Xeon MP - 2.00 GHz                                              ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;8;10 000;8;4.20713;0.26179;132.2 ;131.54;10;1;2;lineorder (20), customer(20) , supplier(40);AVG;3;3;4;4;3;5;;USD;466,84;46217,47;46684,31;;;
Red Hat Enterprise Linux 4 AS                                         ;Red Hat Enterprise Linux Server 7.55;Intel Itanium 9150M Dual-Core - 1.66 GHz                              ;1;4;64;32;32;2;2;N;;12/04/2008;Fujitsu SPARC64 X - 3.0 GHz                                           ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;8;10 000;8;4.20714;0.26180;132.2 ;131.55;10;3;2;lineorder (20), customer(20) , supplier(40);AVG;3;3;4;4;1;5;;JPY;466,84;46217,47;46684,31;;;
Red Hat Enterprise Linux 4 AS                                         ;Red Hat Enterprise Linux Server 7.56;Intel Itanium 9150M Dual-Core - 1.66 GHz                              ;2;160;640;16;16;2;2;N;;11/22/2008;Intel Xeon X5460 Quad-Core - 3.16 GHz                                 ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;8;10 000;8;4.20715;0.26181;132.2 ;131.56;10;2;2;lineorder (20), customer(20) , supplier(40);AVG;2;2;4;3;2;5;;USD;466,84;46217,47;46684,31;;;
Red Hat Enterprise Linux 4 AS                                         ;Red Hat Enterprise Linux Server 7.57;Intel Itanium2 Dual-Core - 1.6 GHz                                    ;2;96;384;32;32;4;4;N;;10/30/2007;Intel Xeon X5460 Quad-Core - 3.16 GHz                                 ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;8;10 000;8;4.20716;0.26182;132.2 ;131.57;10;4;3;lineorder (20), customer(20) , supplier(40);AVG;3;2;4;4;1;3;;USD;466,84;46217,47;46684,31;;;
Red Hat Enterprise Linux AS 4.0                                       ;Red Hat Enterprise Linux Server 7.58;Intel Itanium2 Dual-Core - 1.6 GHz                                    ;64;64;64;16;16;2;4;N;;11/30/2006;Fujitsu SPARC64 - 1.3 GHz                                             ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;8;10 000;8;4.20717;0.26183;132.2 ;131.58;10;1;4;lineorder (20), customer(20) , supplier(40);AVG;3;1;3;3;2;4;;USD;466,84;46217,47;46684,31;;;
Red Hat Enterprise Linux 4 AS                                         ;Red Hat Enterprise Linux Server 7.59;Intel Itanium2 Dual-Core - 1.6 GHz                                    ;64;64;64;32;32;78;156;N;;4/26/2006;Fujitsu SPARC64 - 1.3 GHz                                             ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;8;10 000;8;4.20718;0.26184;132.2 ;131.59;10;4;3;lineorder (20), customer(20) , supplier(40);AVG;2;3;5;5;2;5;;USD;466,84;46217,47;46684,31;;;
Sun Solaris 8                                                         ;Red Hat Enterprise Linux Server 7.60;Fujitsu SPARC64 - 1.3 GHz                                             ;40;80;320;64;64;104;104;N;;10/31/2003;Intel Xeon X5365 Quad-Core - 3.00 GHz                                 ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;8;10 000;8;4.20719;0.26185;132.2 ;131.60;10;3;3;lineorder (20), customer(20) , supplier(40);AVG;3;2;3;3;2;3;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows Server 2003 Enterprise Edition                      ;Red Hat Enterprise Linux Server 7.61;Intel Xeon - 1.6 GHz                                                  ;64;64;64;8;8;32;32;N;;1/22/2003;Fujitsu SPARC64 - 1.3 GHz                                             ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;8;10 000;8;4.20720;0.26186;132.2 ;131.61;10;3;4;lineorder (20), customer(20) , supplier(40);AVG;1;3;3;3;3;4;;EUR;466,84;46217,47;46684,31;;;
Microsoft Windows Server 2003 Enterprise Edition                      ;Red Hat Enterprise Linux Server 7.62;Intel Xeon MP - 2.00 GHz                                              ;64;64;64;4;4;18;18;N;;1/22/2003;Fujitsu SPARC64 - 1.3 GHz                                             ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;8;10 000;52;4.20721;0.26187;132.2 ;131.62;10;4;4;lineorder (20), customer(20) , supplier(40);AVG;1;3;5;4;1;5;;EUR;466,84;46217,47;46684,31;;;
Microsoft Windows 2000 Advanced Server SP2                            ;Red Hat Enterprise Linux Server 7.63;Intel Xeon - 2.2 GHz                                                  ;1;2;44;2;2;3;3;N;;7/26/2002;Intel Xeon E5-2699 v4 - 2.20 GHz                                      ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;8;10 000;52;4.20722;0.26188;132.2 ;131.63;10;1;4;lineorder (20), customer(20) , supplier(40);AVG;2;3;3;2;1;5;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows 2000 Advanced Server                                ;Red Hat Enterprise Linux Server 7.64;Intel Xeon - 1.6 GHz                                                  ;1;2;36;4;4;18;18;N;;5/24/2002;Intel Xeon E5-2699 v3 - 2.30 GHz                                      ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;8;10 000;52;4.20723;0.26189;132.2 ;131.64;10;4;2;lineorder (20), customer(20) , supplier(40);AVG;1;1;3;3;1;3;;USD;466,84;46217,47;46684,31;;;
Sun Solaris 8                                                         ;Red Hat Enterprise Linux Server 7.65;Fujitsu SPARC64 GP - 563 MHz                                          ;1;8;144;128;128;132;132;N;;8/28/2001;Intel Xeon E7-8890 v3 2.50GHz                                         ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;8;10 000;52;4.20724;0.26190;132.2 ;131.65;10;3;4;lineorder (20), customer(20) , supplier(40);AVG;3;3;4;2;2;5;;USD;466,84;46217,47;46684,31;;;
Sun Solaris 8                                                         ;Red Hat Enterprise Linux Server 7.66;Sun SPARC64 GP - 563 MHz                                              ;1;8;120;48;48;64;64;N;;4/13/2001;Intel Xeon E7-2890 v2 2.80 GHz                                        ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;8;10 000;52;4.20725;0.26191;132.2 ;131.66;10;3;4;lineorder (20), customer(20) , supplier(40);AVG;1;2;5;2;1;5;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows Server 2003 Enterprise Edition SP1                  ;Red Hat Enterprise Linux Server 7.67;Intel Xeon 7041 Dual-Core - 3.0 GHz                                   ;1;4;72;4;4;12;12;N;;10/28/2005;Intel Xeon E7-8890 v3 2.50GHz                                         ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;8;10 000;52;4.20726;0.26192;132.2 ;131.67;10;4;4;lineorder (20), customer(20) , supplier(40);AVG;1;1;4;3;1;5;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows Server 2003 Enterprise Edition                      ;Red Hat Enterprise Linux Server 7.68;Intel Xeon DP - 3.06 GHz                                              ;1;2;36;2;2;4;4;N;;08/11/2003;Intel Xeon E5-2699 v3 - 2.30 GHz                                      ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;8;10 000;52;4.20727;0.26193;132.2 ;131.68;10;2;2;lineorder (20), customer(20) , supplier(40);AVG;1;1;3;3;2;4;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows Server 2003 Enterprise Edition                      ;Red Hat Enterprise Linux Server 7.69;Intel Xeon MP - 2.00 GHz                                              ;1;4;60;4;4;6;6;N;;11/04/2002;Intel Xeon E7-4890 v2 - 2.80 GHz                                      ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;8;10 000;52;4.20728;0.26194;132.2 ;131.69;10;2;4;lineorder (20), customer(20) , supplier(40);AVG;2;2;4;4;1;4;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows Server 2003 Enterprise Edition                      ;Red Hat Enterprise Linux Server 7.70;Intel Xeon - 1.6 GHz                                                  ;1;4;60;8;8;8;8;N;;10/07/2002;Intel Xeon E7-4890 v2 - 2.80 GHz                                      ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;8;10 000;52;4.20729;0.26195;132.2 ;131.70;10;2;3;lineorder (20), customer(20) , supplier(40);AVG;2;1;4;5;3;4;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows 2000 Advanced Server                                ;Red Hat Enterprise Linux Server 7.71;Intel Xeon - 1.6 GHz                                                  ;1;8;80;4;4;6;6;N;;03/12/2002;Intel Xeon E7-4870 - 2.40 GHz                                         ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;8;10 000;52;4.20730;0.26196;132.2 ;131.71;10;2;2;lineorder (20), customer(20) , supplier(40);AVG;1;3;4;4;2;5;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows 2000 Advanced Server                                ;Red Hat Enterprise Linux Server 7.72;Intel Xeon - 2.2 GHz                                                  ;1;8;80;2;2;3;3;N;;2/25/2002;Intel Xeon E7-4870 - 2.40 GHz                                         ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;8;10 000;52;4.20731;0.26197;132.2 ;131.72;10;2;2;lineorder (20), customer(20) , supplier(40);AVG;1;3;3;2;1;4;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows 2000 Server SP2                                     ;Red Hat Enterprise Linux Server 7.73;Intel Pentium III - 1.266 GHz                                         ;4;4;32;2;2;2;2;N;;10/25/2001;Intel Xeon X7560 8-Core - 2.27 GHz                                    ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;8;10 000;52;4.20732;0.26198;132.2 ;131.73;10;1;2;lineorder (20), customer(20) , supplier(40);AVG;1;2;4;2;2;5;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows 2000                                                ;Red Hat Enterprise Linux Server 7.74;Intel Pentium III Xeon - 900 MHz                                      ;2;2;24;4;4;6;6;N;;3/27/2001;AMD Opteron 6167 SE - 2.3 GHz                                         ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;16;10 000;52;4.20733;0.26199;132.2 ;131.74;10;1;2;lineorder (20), customer(20) , supplier(40);AVG;1;1;5;4;3;5;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows Server 2008 R2 Enterprise Edition                   ;Red Hat Enterprise Linux Server 7.75;AMD Opteron 6282 SE - 2.60 GHz                                        ;2;2;12;2;2;6;12;N;;11/15/2011;Intel Xeon X5680 Hex-Core - 3.33 GHz                                  ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;16;10 000;52;4.20734;0.26200;132.2 ;131.75;10;1;2;lineorder (20), customer(20) , supplier(40);AVG;2;3;5;5;1;5;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows Server 2008 R2 Enterprise Edition x64               ;Red Hat Enterprise Linux Server 7.76;AMD Opteron 6174 - 2.2 GHz                                            ;1;8;64;4;4;8;8;N;;5/23/2011;Intel Xeon X7560 8-Core - 2.27 GHz                                    ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;16;10 000;52;4.20735;0.26201;132.2 ;131.76;10;3;3;lineorder (20), customer(20) , supplier(40);AVG;1;3;3;3;2;4;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows Server 2008 R2 Enterprise Edition                   ;Red Hat Enterprise Linux Server 7.77;Intel Xeon X5690 Hex-Core - 3.46 GHz                                  ;4;4;48;2;2;6;12;N;;05/05/2011;AMD Opteron 6167 SE - 2.3 GHz                                         ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;16;10 000;52;4.20736;0.26202;132.2 ;131.77;10;3;3;lineorder (20), customer(20) , supplier(40);AVG;3;2;3;4;1;5;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows Server 2008 R2 Enterprise Edition                   ;Red Hat Enterprise Linux Server 7.78;Intel Xeon X7560 8-Core - 2.27 GHz                                    ;1;16;64;4;4;4;4;N;;8/30/2010;Intel Itanium X9350 Quad-Core - 1.73 GHz                              ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;16;10 000;52;4.20737;0.26203;132.2 ;131.78;10;2;4;lineorder (20), customer(20) , supplier(40);AVG;2;2;3;4;2;3;;USD;466,84;46217,47;46684,31;;;
Oracle Enterprise Linux                                               ;Red Hat Enterprise Linux Server 7.79;Intel Xeon X5650 Hex-Core - 2.66 GHz                                  ;1;8;48;1;1;4;4;N;;8/17/2010;AMD Opteron 8439 SE - 2.8 GHz                                         ;0,5;2,6;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;16;10 000;52;4.20738;0.26204;132.2 ;131.79;10;2;4;lineorder (20), customer(20) , supplier(40);AVG;1;2;4;4;3;5;;USD;466,84;46217,47;46684,31;;;
